enst_id	final_uniprot_id
ENST00000476961	
ENST00000476962	
ENST00000476963	
ENST00000476964	
ENST00000476965	
ENST00000476966	
ENST00000476967	
ENST00000476968	
ENST00000476969	
ENST00000476970	
ENST00000476971	
ENST00000476972	
ENST00000476973	
ENST00000476975	
ENST00000476976	
ENST00000476977	
ENST00000476978	
ENST00000476979	Q86TZ1
ENST00000476980	
ENST00000476981	
ENST00000476982	
ENST00000476983	
ENST00000476985	
ENST00000476986	
ENST00000476987	
ENST00000476988	
ENST00000476989	
ENST00000476991	
ENST00000476992	
ENST00000476993	Q6PCB0
ENST00000476994	
ENST00000476995	
ENST00000476998	
ENST00000476999	
ENST00000477000	
ENST00000477001	
ENST00000477002	
ENST00000477003	
ENST00000477004	
ENST00000477006	
ENST00000477007	
ENST00000477008	
ENST00000477009	
ENST00000477010	
ENST00000477012	Q9UBF6-2
ENST00000477014	
ENST00000477015	
ENST00000477016	
ENST00000477017	
ENST00000477018	
ENST00000477019	
ENST00000477020	
ENST00000477021	
ENST00000477022	
ENST00000477023	
ENST00000477024	
ENST00000477026	
ENST00000477027	
ENST00000477028	
ENST00000477029	
ENST00000477030	
ENST00000477031	
ENST00000477033	
ENST00000477034	
ENST00000477035	
ENST00000477036	
ENST00000477038	
ENST00000477039	
ENST00000477040	
ENST00000477041	
ENST00000477042	
ENST00000477043	
ENST00000477044	
ENST00000477045	
ENST00000477047	
ENST00000477048	
ENST00000477049	
ENST00000477050	
ENST00000477051	
ENST00000477052	
ENST00000477053	Q24JQ0-3
ENST00000477054	
ENST00000477055	
ENST00000477057	
ENST00000477058	
ENST00000477059	
ENST00000477060	
ENST00000477061	
ENST00000477062	
ENST00000477063	
ENST00000477064	
ENST00000477065	
ENST00000477066	
ENST00000477067	
ENST00000477068	
ENST00000477069	
ENST00000477070	
ENST00000477071	
ENST00000477072	
ENST00000477073	
ENST00000477074	
ENST00000477076	
ENST00000477077	
ENST00000477078	
ENST00000477079	
ENST00000477080	
ENST00000477081	
ENST00000477083	
ENST00000477084	Q9NX05-2
ENST00000477085	
ENST00000477086	
ENST00000477087	
ENST00000477088	
ENST00000477089	
ENST00000477090	
ENST00000477091	
ENST00000477092	
ENST00000477093	
ENST00000477094	
ENST00000477096	
ENST00000477097	
ENST00000477098	
ENST00000477099	
ENST00000477100	
ENST00000477101	
ENST00000477102	
ENST00000477103	
ENST00000477104	
ENST00000477105	
ENST00000477108	
ENST00000477109	
ENST00000477110	
ENST00000477111	
ENST00000477112	
ENST00000477114	
ENST00000477115	
ENST00000477116	
ENST00000477118	
ENST00000477119	
ENST00000477120	
ENST00000477121	
ENST00000477123	O14603-2
ENST00000477124	
ENST00000477125	
ENST00000477126	
ENST00000477127	Q9UK58-5
ENST00000477128	
ENST00000477129	
ENST00000477130	
ENST00000477131	
ENST00000477132	
ENST00000477135	
ENST00000477136	
ENST00000477138	
ENST00000477139	
ENST00000477140	
ENST00000477141	
ENST00000477143	
ENST00000477144	
ENST00000477145	
ENST00000477147	
ENST00000477148	
ENST00000477149	
ENST00000477150	
ENST00000477151	
ENST00000477152	
ENST00000477153	
ENST00000477154	
ENST00000477155	
ENST00000477156	
ENST00000477157	
ENST00000477158	
ENST00000477159	
ENST00000477160	Q9GZZ7-3
ENST00000477161	
ENST00000477162	
ENST00000477163	
ENST00000477164	
ENST00000477165	
ENST00000477167	
ENST00000477168	
ENST00000477169	
ENST00000477170	
ENST00000477171	
ENST00000477172	
ENST00000477173	
ENST00000477174	
ENST00000477176	
ENST00000477177	
ENST00000477178	
ENST00000477179	
ENST00000477180	
ENST00000477181	
ENST00000477182	
ENST00000477183	
ENST00000477184	
ENST00000477185	
ENST00000477186	
ENST00000477187	Q53FE4-2
ENST00000477188	
ENST00000477189	
ENST00000477190	
ENST00000477191	
ENST00000477192	
ENST00000477193	
ENST00000477194	
ENST00000477195	
ENST00000477196	
ENST00000477197	
ENST00000477199	
ENST00000477200	
ENST00000477202	
ENST00000477203	
ENST00000477204	
ENST00000477205	
ENST00000477206	
ENST00000477207	
ENST00000477208	
ENST00000477209	
ENST00000477210	
ENST00000477211	
ENST00000477213	
ENST00000477214	
ENST00000477215	
ENST00000477216	
ENST00000477218	
ENST00000477219	
ENST00000477220	
ENST00000477221	
ENST00000477222	
ENST00000477223	
ENST00000477224	Q8NCB2
ENST00000477225	
ENST00000477226	
ENST00000477227	
ENST00000477228	
ENST00000477229	
ENST00000477230	
ENST00000477231	
ENST00000477232	
ENST00000477233	
ENST00000477234	
ENST00000477235	
ENST00000477236	
ENST00000477237	
ENST00000477238	
ENST00000477239	
ENST00000477240	
ENST00000477241	
ENST00000477242	
ENST00000477243	
ENST00000477244	
ENST00000477245	
ENST00000477246	
ENST00000477247	
ENST00000477248	
ENST00000477249	
ENST00000477250	
ENST00000477251	
ENST00000477252	
ENST00000477255	
ENST00000477256	
ENST00000477257	
ENST00000477258	
ENST00000477259	
ENST00000477260	
ENST00000477261	
ENST00000477262	
ENST00000477264	
ENST00000477265	P40933-2
ENST00000477267	
ENST00000477268	
ENST00000477269	
ENST00000477270	
ENST00000477271	
ENST00000477273	
ENST00000477274	
ENST00000477275	
ENST00000477276	
ENST00000477277	
ENST00000477278	Q9BRK3-3
ENST00000477279	
ENST00000477280	
ENST00000477281	
ENST00000477282	P0CAP1-8
ENST00000477283	
ENST00000477284	
ENST00000477285	
ENST00000477287	
ENST00000477288	
ENST00000477289	
ENST00000477290	
ENST00000477292	Q14188-7
ENST00000477293	
ENST00000477294	
ENST00000477295	
ENST00000477296	
ENST00000477297	
ENST00000477298	
ENST00000477299	
ENST00000477300	
ENST00000477301	
ENST00000477303	
ENST00000477304	
ENST00000477305	
ENST00000477306	
ENST00000477307	
ENST00000477308	
ENST00000477309	
ENST00000477310	
ENST00000477311	
ENST00000477312	
ENST00000477313	P55058
ENST00000477314	
ENST00000477315	
ENST00000477316	
ENST00000477318	
ENST00000477319	
ENST00000477320	
ENST00000477321	
ENST00000477322	
ENST00000477323	
ENST00000477324	
ENST00000477325	
ENST00000477327	
ENST00000477328	
ENST00000477330	
ENST00000477331	
ENST00000477332	
ENST00000477333	
ENST00000477334	
ENST00000477335	
ENST00000477337	
ENST00000477338	
ENST00000477339	
ENST00000477340	
ENST00000477341	
ENST00000477342	
ENST00000477344	
ENST00000477345	
ENST00000477346	
ENST00000477347	
ENST00000477348	
ENST00000477349	
ENST00000477350	
ENST00000477351	
ENST00000477353	
ENST00000477355	
ENST00000477357	
ENST00000477358	
ENST00000477359	
ENST00000477360	
ENST00000477361	
ENST00000477362	
ENST00000477363	
ENST00000477364	
ENST00000477365	
ENST00000477366	
ENST00000477367	
ENST00000477368	
ENST00000477369	
ENST00000477370	
ENST00000477371	
ENST00000477372	
ENST00000477373	
ENST00000477374	
ENST00000477375	
ENST00000477377	
ENST00000477379	
ENST00000477381	
ENST00000477382	Q8IVS8-2
ENST00000477383	
ENST00000477384	
ENST00000477385	
ENST00000477386	
ENST00000477387	
ENST00000477388	
ENST00000477389	
ENST00000477390	
ENST00000477391	
ENST00000477392	
ENST00000477393	
ENST00000477394	
ENST00000477395	
ENST00000477396	
ENST00000477397	
ENST00000477398	
ENST00000477399	
ENST00000477401	
ENST00000477402	
ENST00000477403	
ENST00000477404	
ENST00000477406	
ENST00000477407	
ENST00000477408	
ENST00000477409	
ENST00000477410	
ENST00000477412	
ENST00000477413	
ENST00000477414	
ENST00000477415	
ENST00000477416	
ENST00000477417	
ENST00000477418	
ENST00000477419	
ENST00000477421	
ENST00000477422	
ENST00000477423	
ENST00000477424	
ENST00000477425	
ENST00000477426	
ENST00000477427	
ENST00000477428	
ENST00000477429	
ENST00000477430	
ENST00000477431	
ENST00000477432	
ENST00000477433	
ENST00000477434	
ENST00000477435	
ENST00000477436	
ENST00000477437	
ENST00000477438	
ENST00000477439	
ENST00000477440	
ENST00000477441	
ENST00000477442	P84103-2
ENST00000477444	
ENST00000477445	
ENST00000477446	
ENST00000477447	
ENST00000477448	
ENST00000477450	
ENST00000477451	
ENST00000477452	
ENST00000477453	
ENST00000477454	
ENST00000477455	
ENST00000477456	
ENST00000477457	
ENST00000477458	
ENST00000477459	Q86TI4-2
ENST00000477460	
ENST00000477461	
ENST00000477462	
ENST00000477463	
ENST00000477464	
ENST00000477468	
ENST00000477469	
ENST00000477470	
ENST00000477471	
ENST00000477472	
ENST00000477474	
ENST00000477475	
ENST00000477476	
ENST00000477477	
ENST00000477478	
ENST00000477479	
ENST00000477481	
ENST00000477482	
ENST00000477483	
ENST00000477484	
ENST00000477485	
ENST00000477486	
ENST00000477487	
ENST00000477488	
ENST00000477489	
ENST00000477491	
ENST00000477492	
ENST00000477493	
ENST00000477495	
ENST00000477496	
ENST00000477497	
ENST00000477499	
ENST00000477500	
ENST00000477501	
ENST00000477504	
ENST00000477505	
ENST00000477506	
ENST00000477507	
ENST00000477508	
ENST00000477509	
ENST00000477511	
ENST00000477512	
ENST00000477513	
ENST00000477514	
ENST00000477515	
ENST00000477516	
ENST00000477517	
ENST00000477518	
ENST00000477519	
ENST00000477520	
ENST00000477521	
ENST00000477522	Q8IXQ6-2
ENST00000477523	
ENST00000477524	
ENST00000477525	
ENST00000477526	
ENST00000477527	
ENST00000477528	
ENST00000477529	
ENST00000477531	
ENST00000477532	
ENST00000477533	
ENST00000477534	
ENST00000477535	Q13568-5
ENST00000477536	
ENST00000477537	
ENST00000477538	
ENST00000477539	
ENST00000477540	
ENST00000477541	
ENST00000477542	
ENST00000477543	
ENST00000477544	
ENST00000477545	
ENST00000477546	
ENST00000477547	
ENST00000477548	O76075-4
ENST00000477549	
ENST00000477551	
ENST00000477552	
ENST00000477553	
ENST00000477554	
ENST00000477555	
ENST00000477556	
ENST00000477557	
ENST00000477558	
ENST00000477559	
ENST00000477560	
ENST00000477561	
ENST00000477562	
ENST00000477563	
ENST00000477564	
ENST00000477565	Q96FH0-2
ENST00000477567	
ENST00000477568	
ENST00000477569	
ENST00000477570	
ENST00000477571	
ENST00000477572	
ENST00000477573	
ENST00000477574	
ENST00000477575	
ENST00000477576	
ENST00000477577	
ENST00000477578	
ENST00000477579	
ENST00000477580	
ENST00000477581	
ENST00000477582	
ENST00000477583	
ENST00000477584	
ENST00000477585	
ENST00000477586	
ENST00000477588	
ENST00000477589	
ENST00000477590	
ENST00000477591	
ENST00000477592	
ENST00000477593	P42338
ENST00000477594	
ENST00000477595	
ENST00000477596	
ENST00000477599	
ENST00000477601	
ENST00000477603	Q86XR5-2
ENST00000477604	
ENST00000477605	
ENST00000477607	
ENST00000477608	
ENST00000477609	
ENST00000477611	
ENST00000477612	
ENST00000477613	
ENST00000477614	
ENST00000477615	
ENST00000477616	Q14003
ENST00000477617	
ENST00000477618	
ENST00000477619	
ENST00000477620	
ENST00000477621	
ENST00000477622	
ENST00000477623	
ENST00000477624	
ENST00000477625	
ENST00000477626	
ENST00000477627	
ENST00000477628	
ENST00000477629	
ENST00000477630	
ENST00000477631	
ENST00000477632	
ENST00000477633	
ENST00000477634	
ENST00000477635	
ENST00000477636	
ENST00000477637	
ENST00000477638	
ENST00000477639	
ENST00000477640	
ENST00000477641	
ENST00000477642	
ENST00000477643	
ENST00000477645	
ENST00000477646	
ENST00000477647	
ENST00000477648	
ENST00000477649	
ENST00000477650	
ENST00000477651	
ENST00000477652	
ENST00000477653	
ENST00000477654	
ENST00000477655	
ENST00000477657	P19961-2
ENST00000477658	
ENST00000477659	
ENST00000477660	
ENST00000477661	
ENST00000477662	
ENST00000477663	
ENST00000477664	
ENST00000477665	Q0VAA5
ENST00000477666	
ENST00000477668	
ENST00000477669	
ENST00000477670	
ENST00000477671	
ENST00000477672	
ENST00000477673	O60880-5
ENST00000477675	
ENST00000477676	
ENST00000477677	
ENST00000477678	
ENST00000477679	
ENST00000477680	
ENST00000477681	
ENST00000477682	
ENST00000477683	
ENST00000477684	
ENST00000477685	
ENST00000477686	
ENST00000477687	
ENST00000477688	
ENST00000477689	
ENST00000477690	
ENST00000477691	
ENST00000477692	
ENST00000477693	
ENST00000477694	
ENST00000477695	
ENST00000477696	
ENST00000477697	
ENST00000477698	
ENST00000477699	
ENST00000477700	
ENST00000477701	
ENST00000477702	
ENST00000477703	Q8WVI0
ENST00000477705	
ENST00000477706	
ENST00000477707	
ENST00000477708	
ENST00000477710	
ENST00000477711	
ENST00000477712	
ENST00000477713	
ENST00000477714	
ENST00000477715	Q9BWV2-2
ENST00000477716	
ENST00000477717	Q9BVH7
ENST00000477718	
ENST00000477719	
ENST00000477720	
ENST00000477721	
ENST00000477722	
ENST00000477723	
ENST00000477724	P50238
ENST00000477725	
ENST00000477726	Q99720-3
ENST00000477727	
ENST00000477729	
ENST00000477731	
ENST00000477732	
ENST00000477733	
ENST00000477734	
ENST00000477735	
ENST00000477736	
ENST00000477737	Q502W6
ENST00000477738	
ENST00000477739	
ENST00000477740	
ENST00000477741	
ENST00000477742	
ENST00000477743	
ENST00000477744	
ENST00000477745	
ENST00000477746	
ENST00000477747	
ENST00000477748	
ENST00000477749	
ENST00000477750	
ENST00000477751	
ENST00000477752	
ENST00000477753	
ENST00000477754	
ENST00000477755	
ENST00000477756	
ENST00000477757	
ENST00000477758	
ENST00000477759	
ENST00000477760	
ENST00000477761	
ENST00000477762	
ENST00000477763	
ENST00000477764	
ENST00000477765	
ENST00000477767	
ENST00000477768	
ENST00000477769	
ENST00000477770	
ENST00000477771	
ENST00000477772	
ENST00000477773	
ENST00000477774	
ENST00000477775	Q9ULK2-3
ENST00000477776	
ENST00000477777	
ENST00000477778	
ENST00000477780	
ENST00000477781	
ENST00000477783	
ENST00000477784	
ENST00000477785	
ENST00000477786	
ENST00000477787	
ENST00000477788	
ENST00000477789	
ENST00000477790	
ENST00000477791	
ENST00000477792	
ENST00000477793	
ENST00000477794	
ENST00000477795	
ENST00000477796	
ENST00000477797	
ENST00000477798	
ENST00000477799	
ENST00000477800	
ENST00000477801	
ENST00000477802	
ENST00000477803	
ENST00000477804	
ENST00000477805	
ENST00000477806	
ENST00000477809	
ENST00000477810	
ENST00000477811	
ENST00000477812	
ENST00000477813	
ENST00000477814	
ENST00000477816	
ENST00000477817	
ENST00000477819	
ENST00000477820	
ENST00000477821	
ENST00000477822	
ENST00000477823	
ENST00000477824	
ENST00000477825	
ENST00000477826	
ENST00000477827	
ENST00000477828	
ENST00000477829	
ENST00000477830	
ENST00000477832	
ENST00000477833	
ENST00000477834	
ENST00000477835	
ENST00000477836	
ENST00000477837	Q96P31-2
ENST00000477838	
ENST00000477839	
ENST00000477842	
ENST00000477844	
ENST00000477845	
ENST00000477846	
ENST00000477847	Q5XKR9-4
ENST00000477848	
ENST00000477849	
ENST00000477850	
ENST00000477852	
ENST00000477853	Q8N766
ENST00000477854	
ENST00000477855	
ENST00000477856	
ENST00000477858	
ENST00000477859	
ENST00000477860	
ENST00000477861	
ENST00000477862	
ENST00000477863	
ENST00000477864	
ENST00000477865	
ENST00000477866	
ENST00000477867	
ENST00000477868	
ENST00000477869	
ENST00000477870	
ENST00000477871	
ENST00000477872	
ENST00000477874	
ENST00000477875	
ENST00000477876	
ENST00000477877	
ENST00000477878	
ENST00000477879	
ENST00000477882	
ENST00000477883	
ENST00000477885	
ENST00000477886	
ENST00000477887	
ENST00000477888	
ENST00000477889	
ENST00000477890	
ENST00000477891	
ENST00000477892	Q96A26
ENST00000477893	
ENST00000477894	
ENST00000477896	
ENST00000477897	
ENST00000477898	Q96BJ8-2
ENST00000477899	
ENST00000477900	
ENST00000477901	
ENST00000477902	
ENST00000477903	
ENST00000477905	
ENST00000477906	
ENST00000477907	
ENST00000477908	
ENST00000477909	Q969Y0
ENST00000477910	
ENST00000477911	
ENST00000477912	
ENST00000477913	
ENST00000477914	
ENST00000477915	
ENST00000477916	
ENST00000477917	
ENST00000477918	
ENST00000477919	
ENST00000477920	
ENST00000477921	
ENST00000477922	Q2M2H8
ENST00000477923	
ENST00000477924	
ENST00000477925	
ENST00000477926	
ENST00000477927	
ENST00000477928	
ENST00000477929	
ENST00000477930	
ENST00000477931	
ENST00000477932	
ENST00000477934	
ENST00000477935	
ENST00000477936	
ENST00000477937	
ENST00000477938	
ENST00000477939	
ENST00000477940	
ENST00000477941	
ENST00000477942	
ENST00000477943	
ENST00000477944	
ENST00000477945	
ENST00000477946	
ENST00000477947	
ENST00000477948	
ENST00000477949	
ENST00000477950	
ENST00000477951	
ENST00000477952	
ENST00000477953	
ENST00000477954	
ENST00000477955	
ENST00000477956	
ENST00000477957	
ENST00000477958	
ENST00000477959	
ENST00000477960	
ENST00000477962	
ENST00000477963	
ENST00000477964	
ENST00000477965	
ENST00000477966	
ENST00000477967	
ENST00000477968	
ENST00000477969	
ENST00000477970	
ENST00000477971	
ENST00000477972	
ENST00000477973	
ENST00000477974	
ENST00000477975	
ENST00000477976	
ENST00000477977	
ENST00000477979	
ENST00000477980	
ENST00000477981	
ENST00000477982	
ENST00000477983	
ENST00000477984	
ENST00000477985	
ENST00000477986	
ENST00000477987	
ENST00000477988	
ENST00000477989	
ENST00000477990	
ENST00000477991	
ENST00000477992	
ENST00000477993	
ENST00000477994	
ENST00000477995	
ENST00000477997	
ENST00000477998	
ENST00000477999	
ENST00000478000	
ENST00000478001	
ENST00000478002	
ENST00000478003	
ENST00000478004	
ENST00000478005	
ENST00000478006	
ENST00000478009	
ENST00000478010	
ENST00000478011	
ENST00000478013	
ENST00000478014	
ENST00000478015	
ENST00000478016	
ENST00000478018	
ENST00000478020	
ENST00000478021	
ENST00000478022	
ENST00000478024	
ENST00000478025	
ENST00000478026	
ENST00000478027	
ENST00000478028	
ENST00000478029	
ENST00000478031	
ENST00000478032	
ENST00000478033	
ENST00000478034	
ENST00000478035	
ENST00000478036	
ENST00000478037	
ENST00000478038	
ENST00000478039	
ENST00000478040	
ENST00000478041	
ENST00000478042	
ENST00000478043	
ENST00000478044	
ENST00000478045	
ENST00000478046	
ENST00000478047	
ENST00000478048	
ENST00000478049	
ENST00000478050	
ENST00000478051	
ENST00000478052	
ENST00000478053	
ENST00000478054	
ENST00000478055	
ENST00000478056	
ENST00000478058	
ENST00000478059	
ENST00000478060	Q9C0A0-2
ENST00000478061	
ENST00000478062	
ENST00000478063	
ENST00000478064	
ENST00000478065	
ENST00000478066	
ENST00000478067	
ENST00000478068	
ENST00000478069	
ENST00000478070	
ENST00000478072	
ENST00000478073	
ENST00000478074	
ENST00000478075	
ENST00000478076	Q9H098
ENST00000478077	
ENST00000478078	
ENST00000478079	
ENST00000478080	
ENST00000478081	
ENST00000478082	
ENST00000478083	
ENST00000478085	
ENST00000478086	
ENST00000478087	
ENST00000478088	
ENST00000478089	
ENST00000478090	
ENST00000478091	
ENST00000478092	
ENST00000478093	
ENST00000478094	
ENST00000478095	
ENST00000478096	
ENST00000478097	
ENST00000478098	
ENST00000478099	
ENST00000478100	
ENST00000478101	
ENST00000478102	
ENST00000478103	
ENST00000478104	
ENST00000478105	
ENST00000478106	
ENST00000478107	
ENST00000478108	
ENST00000478109	
ENST00000478110	
ENST00000478111	
ENST00000478112	
ENST00000478113	
ENST00000478114	
ENST00000478116	
ENST00000478117	
ENST00000478118	
ENST00000478120	
ENST00000478121	
ENST00000478122	
ENST00000478123	
ENST00000478124	
ENST00000478125	
ENST00000478126	
ENST00000478127	
ENST00000478128	
ENST00000478129	
ENST00000478130	
ENST00000478131	
ENST00000478134	
ENST00000478135	
ENST00000478136	Q7Z5A9
ENST00000478137	
ENST00000478138	
ENST00000478139	
ENST00000478140	
ENST00000478141	
ENST00000478143	
ENST00000478144	
ENST00000478145	
ENST00000478146	
ENST00000478147	
ENST00000478148	
ENST00000478149	
ENST00000478150	
ENST00000478151	
ENST00000478152	
ENST00000478153	
ENST00000478154	
ENST00000478155	
ENST00000478156	
ENST00000478157	
ENST00000478158	
ENST00000478160	
ENST00000478161	
ENST00000478162	
ENST00000478163	
ENST00000478164	
ENST00000478165	
ENST00000478166	
ENST00000478167	
ENST00000478168	
ENST00000478169	
ENST00000478171	
ENST00000478172	
ENST00000478173	
ENST00000478174	
ENST00000478175	
ENST00000478176	
ENST00000478177	
ENST00000478178	
ENST00000478179	
ENST00000478180	
ENST00000478181	
ENST00000478182	P33681
ENST00000478183	
ENST00000478184	
ENST00000478185	
ENST00000478186	
ENST00000478187	
ENST00000478188	
ENST00000478189	
ENST00000478190	
ENST00000478191	
ENST00000478192	
ENST00000478193	
ENST00000478194	
ENST00000478195	
ENST00000478196	
ENST00000478197	
ENST00000478198	
ENST00000478199	
ENST00000478200	
ENST00000478201	
ENST00000478203	
ENST00000478204	
ENST00000478205	
ENST00000478206	
ENST00000478207	
ENST00000478208	
ENST00000478209	
ENST00000478210	
ENST00000478212	
ENST00000478213	
ENST00000478214	
ENST00000478215	
ENST00000478216	
ENST00000478217	
ENST00000478218	
ENST00000478219	
ENST00000478220	
ENST00000478221	
ENST00000478222	
ENST00000478223	
ENST00000478224	
ENST00000478225	
ENST00000478226	
ENST00000478227	
ENST00000478229	
ENST00000478230	
ENST00000478231	
ENST00000478232	
ENST00000478233	
ENST00000478234	
ENST00000478235	
ENST00000478236	
ENST00000478237	
ENST00000478238	
ENST00000478239	
ENST00000478241	
ENST00000478242	
ENST00000478243	
ENST00000478244	Q6PH85
ENST00000478245	
ENST00000478246	
ENST00000478247	
ENST00000478248	
ENST00000478249	
ENST00000478250	
ENST00000478251	
ENST00000478252	
ENST00000478253	Q9BV23
ENST00000478254	
ENST00000478255	
ENST00000478256	
ENST00000478257	
ENST00000478258	
ENST00000478260	
ENST00000478261	
ENST00000478262	
ENST00000478263	
ENST00000478264	
ENST00000478265	
ENST00000478266	
ENST00000478267	
ENST00000478268	
ENST00000478269	
ENST00000478270	
ENST00000478271	
ENST00000478272	
ENST00000478273	
ENST00000478274	
ENST00000478275	
ENST00000478276	
ENST00000478277	
ENST00000478278	
ENST00000478279	
ENST00000478280	
ENST00000478281	
ENST00000478282	
ENST00000478283	
ENST00000478284	
ENST00000478285	
ENST00000478286	
ENST00000478287	
ENST00000478288	
ENST00000478290	
ENST00000478291	
ENST00000478292	
ENST00000478293	
ENST00000478294	
ENST00000478295	
ENST00000478296	
ENST00000478297	
ENST00000478298	
ENST00000478299	
ENST00000478300	Q8TBG9-2
ENST00000478301	
ENST00000478302	
ENST00000478303	
ENST00000478304	
ENST00000478305	
ENST00000478306	
ENST00000478307	
ENST00000478308	
ENST00000478310	
ENST00000478311	
ENST00000478313	
ENST00000478315	
ENST00000478317	
ENST00000478318	
ENST00000478319	
ENST00000478320	
ENST00000478321	
ENST00000478322	
ENST00000478323	
ENST00000478324	
ENST00000478325	
ENST00000478326	
ENST00000478327	
ENST00000478328	
ENST00000478329	
ENST00000478330	
ENST00000478331	
ENST00000478332	
ENST00000478333	
ENST00000478335	
ENST00000478336	
ENST00000478337	
ENST00000478340	
ENST00000478341	
ENST00000478342	
ENST00000478343	
ENST00000478344	
ENST00000478345	
ENST00000478348	
ENST00000478349	
ENST00000478350	
ENST00000478351	
ENST00000478352	
ENST00000478353	
ENST00000478354	
ENST00000478355	
ENST00000478356	
ENST00000478357	
ENST00000478358	
ENST00000478359	Q9Y228-3
ENST00000478360	
ENST00000478361	
ENST00000478362	
ENST00000478363	
ENST00000478364	
ENST00000478365	
ENST00000478366	
ENST00000478367	
ENST00000478368	
ENST00000478369	
ENST00000478370	
ENST00000478371	
ENST00000478372	
ENST00000478373	
ENST00000478374	
ENST00000478375	
ENST00000478377	
ENST00000478378	
ENST00000478379	
ENST00000478380	
ENST00000478381	
ENST00000478382	
ENST00000478383	
ENST00000478384	
ENST00000478385	
ENST00000478386	
ENST00000478387	
ENST00000478388	
ENST00000478389	
ENST00000478390	
ENST00000478391	
ENST00000478392	
ENST00000478393	
ENST00000478394	
ENST00000478395	
ENST00000478396	
ENST00000478397	
ENST00000478398	
ENST00000478399	P54922
ENST00000478400	
ENST00000478401	
ENST00000478402	
ENST00000478403	
ENST00000478404	
ENST00000478405	Q5JUX0-2
ENST00000478406	
ENST00000478407	
ENST00000478408	
ENST00000478409	
ENST00000478410	
ENST00000478411	
ENST00000478412	
ENST00000478414	
ENST00000478415	
ENST00000478416	
ENST00000478417	
ENST00000478418	
ENST00000478419	
ENST00000478420	
ENST00000478421	
ENST00000478422	
ENST00000478423	
ENST00000478424	
ENST00000478425	
ENST00000478426	
ENST00000478427	
ENST00000478428	
ENST00000478430	
ENST00000478431	
ENST00000478432	
ENST00000478433	
ENST00000478434	
ENST00000478436	
ENST00000478437	
ENST00000478438	
ENST00000478440	
ENST00000478441	
ENST00000478442	Q5R372-9
ENST00000478443	
ENST00000478445	
ENST00000478447	
ENST00000478448	
ENST00000478449	
ENST00000478450	
ENST00000478451	
ENST00000478452	
ENST00000478453	
ENST00000478454	
ENST00000478456	
ENST00000478457	
ENST00000478458	
ENST00000478459	
ENST00000478460	
ENST00000478461	
ENST00000478462	
ENST00000478463	
ENST00000478464	
ENST00000478465	
ENST00000478466	
ENST00000478467	
ENST00000478468	
ENST00000478469	
ENST00000478470	
ENST00000478471	
ENST00000478472	
ENST00000478473	
ENST00000478474	
ENST00000478475	
ENST00000478477	
ENST00000478480	
ENST00000478481	
ENST00000478482	
ENST00000478483	
ENST00000478484	
ENST00000478485	
ENST00000478486	
ENST00000478487	
ENST00000478488	
ENST00000478489	
ENST00000478490	
ENST00000478491	
ENST00000478492	
ENST00000478493	
ENST00000478494	
ENST00000478495	
ENST00000478496	
ENST00000478497	Q9HBF5
ENST00000478498	
ENST00000478499	
ENST00000478500	O14986-2
ENST00000478501	
ENST00000478502	
ENST00000478503	
ENST00000478504	
ENST00000478505	
ENST00000478507	
ENST00000478508	
ENST00000478509	
ENST00000478511	
ENST00000478512	
ENST00000478513	
ENST00000478515	
ENST00000478516	
ENST00000478517	
ENST00000478519	P17693-2
ENST00000478520	
ENST00000478521	
ENST00000478522	
ENST00000478523	
ENST00000478524	
ENST00000478525	
ENST00000478526	
ENST00000478527	
ENST00000478528	
ENST00000478529	
ENST00000478530	
ENST00000478531	
ENST00000478532	
ENST00000478533	
ENST00000478535	
ENST00000478536	
ENST00000478537	
ENST00000478538	
ENST00000478540	
ENST00000478541	
ENST00000478543	
ENST00000478545	
ENST00000478546	
ENST00000478547	
ENST00000478548	
ENST00000478549	
ENST00000478550	
ENST00000478551	
ENST00000478553	
ENST00000478554	
ENST00000478555	
ENST00000478556	
ENST00000478557	
ENST00000478558	
ENST00000478559	
ENST00000478560	
ENST00000478561	
ENST00000478562	
ENST00000478563	
ENST00000478564	
ENST00000478565	
ENST00000478566	
ENST00000478567	
ENST00000478568	
ENST00000478569	
ENST00000478570	
ENST00000478571	
ENST00000478572	
ENST00000478573	
ENST00000478574	
ENST00000478576	
ENST00000478577	
ENST00000478578	
ENST00000478580	
ENST00000478582	
ENST00000478583	
ENST00000478584	
ENST00000478585	
ENST00000478586	
ENST00000478587	
ENST00000478588	
ENST00000478589	
ENST00000478590	
ENST00000478591	
ENST00000478592	
ENST00000478593	
ENST00000478594	
ENST00000478595	
ENST00000478596	
ENST00000478597	
ENST00000478598	
ENST00000478599	
ENST00000478600	
ENST00000478601	
ENST00000478602	
ENST00000478603	
ENST00000478605	
ENST00000478606	
ENST00000478607	
ENST00000478609	
ENST00000478610	
ENST00000478611	
ENST00000478612	
ENST00000478613	
ENST00000478614	
ENST00000478616	
ENST00000478617	
ENST00000478618	
ENST00000478619	
ENST00000478620	
ENST00000478621	
ENST00000478622	
ENST00000478623	
ENST00000478624	
ENST00000478626	
ENST00000478628	
ENST00000478629	
ENST00000478630	
ENST00000478631	
ENST00000478632	
ENST00000478634	
ENST00000478635	
ENST00000478636	
ENST00000478637	
ENST00000478638	
ENST00000478639	
ENST00000478640	
ENST00000478641	
ENST00000478642	
